gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,online_security,tech_support,streaming_tv,contract,paperless_billing,payment_method,monthly_charges,total_charges,calls_per_month,data_usage_gb,support_tickets,late_payments,avg_call_duration,churn,recency_score,frequency_score,monetary_score,rfm_churn_risk,charge_per_minute,support_intensity,high_complaint_flag,payment_reliability,data_per_charge,avg_calls_per_week,revenue_risk_proxy,high_charge_new_customer,fiber_no_support,mtm_echeck_risk,longtime_frustrated
1,0,1,1,1,1,1,1,1,1,2,0,1,18.0,67.75,6,35.43,0,0,8.43,0,0.5,0.4615384615029586,0.14999999999875,0.3676923076989083,1.3134936021713843,0.0,0,1.0,1.8647368421052632,1.3856812933025404,6.61846153858035,0,0,0,0
0,1,1,0,44,1,2,0,0,1,1,0,3,52.54,2323.45,4,43.51,0,0,7.01,0,0.022222222222222223,0.30769230766863903,0.4378333333296847,0.322483760687035,1.8817017072143574,0.0,0,1.0,0.8126634292118042,0.9237875288683602,16.94329678649682,0,1,0,0
1,0,1,1,22,1,2,1,1,0,1,0,0,76.04,1688.11,7,13.89,1,0,14.51,0,0.043478260869565216,0.5384615384201183,0.6336666666613862,0.36316566332835687,0.7551240416185798,0.043478260869565216,0,1.0,0.18029595015576325,1.6166281755196306,27.615117039488258,0,0,0,0
1,0,0,1,11,1,1,0,0,1,0,0,2,111.92,1290.95,9,24.95,1,2,5.91,1,0.08333333333333333,0.6923076922544379,0.9326666666588944,0.4679384615460036,2.202648057465577,0.08333333333333333,0,0.8333333333333334,0.22095288699964577,2.0785219399538106,52.37167261622872,1,0,0,0
1,0,1,1,1,1,2,1,1,1,1,0,2,45.82,78.55,4,18.44,2,1,13.68,0,0.5,0.30769230766863903,0.3818333333301514,0.49119487179833277,1.4097272074659009,1.0,0,0.5,0.39384878257155065,0.9237875288683602,22.506549025799607,0,0,0,0
1,0,1,0,3,1,1,1,0,0,0,0,0,34.63,95.78,3,4.43,1,0,5.17,1,0.25,0.2307692307514793,0.2885833333309285,0.3692794871820756,2.0151483273721857,0.25,0,1.0,0.12433342688745437,0.6928406466512702,12.78814864111528,0,0,1,0
1,1,1,0,16,1,2,0,1,0,2,0,0,88.67,1317.44,4,15.88,0,0,1.0,1,0.058823529411764705,0.30769230766863903,0.738916666660509,0.4575576168951817,20.268307692307694,0.0,0,1.0,0.17709378833500614,0.9237875288683602,40.57163389009576,0,0,0,0
1,0,0,1,19,1,2,1,1,1,0,0,3,71.52,1336.58,5,8.95,1,1,11.42,0,0.05,0.3846153845857988,0.5959999999950333,0.38147692308085357,1.2308499861865732,0.05,0,0.95,0.1234142305570877,1.1547344110854503,27.283229538742646,0,0,0,0
0,0,1,0,14,1,0,-1,-1,-1,0,1,1,67.24,935.77,4,0.0,4,0,3.78,1,0.06666666666666667,0.30769230766863903,0.5603333333286639,0.3892615384644044,4.399896558209517,0.26666666666666666,1,1.0,0.0,0.9237875288683602,26.17394584634655,0,0,0,0
0,0,1,0,25,1,2,0,1,0,2,0,2,20.37,508.23,5,37.83,0,0,7.6,0,0.038461538461538464,0.3846153845857988,0.16974999999858542,0.20636153846688982,0.5344164037854889,0.0,0,1.0,1.7702386523163312,1.1547344110854503,4.203584538570546,0,0,0,0
1,0,0,1,50,1,2,1,1,1,1,1,3,97.59,4797.36,4,17.19,0,1,16.49,1,0.0196078431372549,0.30769230766863903,0.8132499999932229,0.4716046757184633,1.454186117005153,0.0,0,0.9803921568627451,0.17435845420428037,0.9237875288683602,46.02390030336484,0,0,0,0
1,0,0,0,33,1,2,1,0,1,2,0,1,18.0,602.11,2,12.09,0,1,14.14,0,0.029411764705882353,0.15384615383431952,0.14999999999875,0.24099547511498903,0.6444917794142833,0.0,0,0.9705882352941176,0.6363157894736842,0.4618937644341801,4.3379185520698025,0,1,0,0
1,1,0,0,60,1,1,0,0,0,0,0,3,70.85,4286.54,6,24.0,1,1,5.86,0,0.01639344262295082,0.4615384615029586,0.5904166666617464,0.3504163514132872,2.030958021415711,0.01639344262295082,0,0.9836065573770492,0.3340292275574113,1.3856812933025404,24.826998497631397,0,0,0,0
0,0,1,0,28,1,1,1,1,0,1,0,2,101.78,2829.96,4,7.69,2,0,5.6,0,0.034482758620689655,0.30769230766863903,0.8481666666595986,0.4915213085783875,4.50487106017192,0.06896551724137931,0,1.0,0.07482000389180775,0.9237875288683602,50.02703878710828,0,0,0,0
0,0,1,0,3,1,0,-1,-1,-1,1,0,2,68.43,226.36,4,0.0,1,0,12.33,0,0.25,0.30769230766863903,0.570249999995248,0.4665615384643714,1.5196025778732545,0.25,0,1.0,0.0,0.9237875288683602,31.926806077116936,0,0,0,0
0,0,0,0,4,1,1,0,1,0,1,0,0,57.6,195.57,0,2.33,1,1,8.14,0,0.2,0.0,0.479999999996,0.47199999999840003,195.57,0.2,0,0.8,0.03976109215017065,0.0,27.187199999907843,0,0,0,0
0,0,1,0,14,1,2,1,1,0,0,0,3,33.88,484.92,1,25.35,1,2,11.02,1,0.06666666666666667,0.07692307691715976,0.2823333333309806,0.324215384615627,3.1228748068006182,0.06666666666666667,0,0.8666666666666667,0.7267775229357798,0.23094688221709006,10.984417230777444,0,0,0,0
0,0,0,1,10,1,1,1,0,1,0,0,0,47.85,570.86,5,3.85,0,1,12.97,0,0.09090909090909091,0.3846153845857988,0.3987499999966771,0.31894055944514743,0.8789222478829868,0.0,0,0.9090909090909091,0.07881269191402251,1.1547344110854503,15.261305769450304,0,0,1,0
0,0,0,0,31,1,0,-1,-1,-1,2,0,1,120.0,3697.86,6,0.0,1,0,10.32,0,0.03125,0.4615384615029586,0.9999999999916667,0.5201923076960749,1.9254472746964364,0.03125,0,1.0,0.0,1.3856812933025404,62.423076923528996,0,0,0,0
0,0,0,0,29,1,0,-1,-1,-1,0,1,2,48.56,1349.37,2,0.0,2,0,5.3,0,0.03333333333333333,0.15384615383431952,0.4046666666632944,0.3444307692317872,4.375389105058366,0.06666666666666667,0,1.0,0.0,0.4618937644341801,16.725558153895587,0,0,0,0
0,0,0,1,18,1,2,1,0,0,2,1,1,78.67,1451.69,7,2.48,0,0,12.63,0,0.05263157894736842,0.5384615384201183,0.6555833333278701,0.37559365722607174,0.9116479734736683,0.0,0,1.0,0.0311284046692607,1.6166281755196306,29.547953013975064,0,1,0,0
0,0,0,0,30,1,2,0,0,0,0,1,0,39.99,1184.66,5,39.9,2,0,11.34,0,0.03225806451612903,0.3846153845857988,0.33324999999722293,0.269280148888181,0.6960399529964748,0.06451612903225806,0,1.0,0.9734081483288606,1.1547344110854503,10.76851315403836,0,1,1,0
1,0,1,0,72,1,2,1,0,1,2,1,3,55.92,3985.76,3,27.25,1,2,6.59,0,0.0136986301369863,0.2307692307514793,0.4659999999961167,0.3457256059029454,2.798124175114431,0.0136986301369863,0,0.9726027397260274,0.4787420941672523,0.6928406466512702,19.332975882092708,0,1,0,0
1,0,1,0,20,1,0,-1,-1,-1,1,1,0,18.0,321.07,8,0.0,1,0,7.65,0,0.047619047619047616,0.6153846153372781,0.14999999999875,0.15597069597966345,0.26209795918367346,0.047619047619047616,0,1.0,0.0,1.8475750577367205,2.807472527633942,0,0,0,0
1,0,1,1,12,1,1,0,0,0,1,0,0,63.51,772.6,6,16.72,0,1,8.02,0,0.07692307692307693,0.4615384615029586,0.5292499999955895,0.3501615384668749,1.3356614342023374,0.0,0,0.9230769230769231,0.25918462253914126,1.3856812933025404,22.238759308031227,0,0,0,0
1,0,1,0,19,1,2,0,0,0,0,0,0,54.14,1029.38,1,8.76,0,0,18.01,0,0.05,0.07692307691715976,0.45116666666290695,0.3850820512817309,2.9994463708150003,0.0,0,1.0,0.1588683351468988,0.23094688221709006,20.84834225639291,0,1,1,0
0,1,0,0,4,0,2,0,1,1,2,1,2,105.5,484.77,4,19.42,1,1,8.49,1,0.2,0.30769230766863903,0.8791666666593403,0.5701282051300083,3.542604501607717,0.2,0,0.8,0.18234741784037561,0.9237875288683602,60.148525641215876,1,0,0,0
0,0,1,1,3,1,2,0,1,0,0,0,3,39.65,138.37,5,8.11,1,0,9.36,1,0.25,0.3846153845857988,0.33041666666391317,0.35524358974840553,0.9785714285714288,0.25,0,1.0,0.1995079950799508,1.1547344110854503,14.08540833352428,0,0,0,0
1,0,0,1,15,1,1,0,0,1,1,1,3,52.14,828.69,3,8.74,3,0,6.48,1,0.0625,0.2307692307514793,0.43449999999637917,0.3526461538482558,2.83215994531784,0.1875,1,1.0,0.16447120812946933,0.6928406466512702,18.38697046164806,0,0,0,0
0,0,0,0,72,1,1,1,0,0,0,0,2,92.14,6633.67,4,37.9,0,0,6.16,0,0.0136986301369863,0.30769230766863903,0.7678333333269347,0.45107432385184065,3.737110440092841,0.0,0,1.0,0.4069143225252308,0.9237875288683602,41.5619881997086,0,0,0,0
1,0,1,1,59,1,0,-1,-1,-1,1,0,2,64.0,3799.01,5,0.0,2,0,4.29,0,0.016666666666666666,0.3846153845857988,0.5333333333288889,0.34307692308106247,2.9994946903004225,0.03333333333333333,0,1.0,0.0,1.1547344110854503,21.956923077187998,0,0,0,0
0,0,1,1,34,0,1,0,1,0,2,0,2,60.09,2039.15,4,11.02,0,1,11.86,0,0.02857142857142857,0.30769230766863903,0.5007499999958271,0.35019010989317445,1.2634451907110462,0.0,0,0.9714285714285714,0.18038958913079062,0.9237875288683602,21.042923703480852,0,0,0,0
1,1,0,0,38,1,2,1,0,1,0,1,2,59.8,2361.45,4,26.78,3,1,12.83,1,0.02564102564102564,0.30769230766863903,0.4983333333291805,0.34805128205435465,1.2102800385411754,0.07692307692307693,1,0.9743589743589743,0.4404605263157895,0.9237875288683602,20.813466666850406,0,1,0,1
0,0,1,0,59,1,1,1,0,0,1,1,3,35.29,2104.07,1,2.63,0,0,12.51,0,0.016666666666666666,0.07692307691715976,0.2940833333308826,0.30891538461558776,2.8468386799983767,0.0,0,1.0,0.0724717553044916,0.23094688221709006,10.901623923084092,0,0,0,0
0,0,1,0,72,1,1,0,0,0,0,0,0,52.0,3669.98,5,21.75,0,1,10.76,0,0.0136986301369863,0.3846153845857988,0.43333333332972224,0.3018897084695237,0.9471893872915914,0.0,0,0.9863013698630136,0.41037735849056606,1.1547344110854503,15.69826484041523,0,0,1,0
1,0,1,0,32,1,2,0,0,1,2,1,0,67.4,2145.98,8,28.83,3,1,8.17,1,0.030303030303030304,0.6153846153372781,0.5616666666619862,0.313710955718551,1.0255481429090283,0.09090909090909091,1,0.9696969696969697,0.42149122807017536,1.8475750577367205,21.14411841543034,0,1,0,0
0,0,1,0,14,1,0,-1,-1,-1,2,1,1,30.13,431.88,6,0.0,1,0,8.44,0,0.06666666666666667,0.4615384615029586,0.25108333333124094,0.23479230769857135,0.6083159614626176,0.06666666666666667,0,1.0,0.0,1.3856812933025404,7.074292230957955,0,0,0,0
1,0,0,0,4,1,2,1,1,0,0,1,0,33.11,130.4,4,19.18,1,0,13.04,1,0.2,0.30769230766863903,0.27591666666436737,0.32882820513201916,0.6220186987216181,0.2,0,1.0,0.5622984462034594,0.9237875288683602,10.887501871921154,0,0,1,0
1,1,0,1,1,1,0,-1,-1,-1,0,0,3,101.48,141.82,7,0.0,1,2,15.34,1,0.5,0.5384615384201183,0.8456666666596194,0.6305743589798242,1.3085440118102971,0.5,0,0.0,0.0,1.6166281755196306,63.99068594927256,1,0,0,0
1,0,1,0,31,1,2,1,1,0,1,1,2,80.02,2455.23,3,21.98,1,1,12.23,1,0.03125,0.2307692307514793,0.6668333333277764,0.4330794871808147,2.1567564718593806,0.03125,0,0.96875,0.27129103924956804,0.6928406466512702,34.65502056420879,0,0,0,0
1,0,0,0,15,1,2,0,0,0,0,0,0,74.06,1111.13,5,90.55,1,1,12.83,1,0.0625,0.3846153845857988,0.6171666666615236,0.3949435897474497,1.1535219309628861,0.0625,0,0.9375,1.2063682387423393,1.1547344110854503,29.249522256696125,0,1,1,0
0,0,0,0,2,1,2,1,0,1,0,0,0,48.69,141.99,5,2.46,0,2,10.97,1,0.3333333333333333,0.3846153845857988,0.4057499999966187,0.41871025641482107,1.2826558265582657,0.0,0,0.33333333333333337,0.049506943046890725,1.1547344110854503,20.387002384837636,0,1,1,0
0,0,1,0,9,1,0,-1,-1,-1,0,0,3,71.63,573.81,2,0.0,3,0,11.78,1,0.1,0.15384615383431952,0.5969166666616923,0.44799743589781305,2.693437852046564,0.3,1,1.0,0.0,0.4618937644341801,32.090056333360344,0,0,0,0
0,0,1,1,18,1,2,0,1,0,0,1,2,18.0,275.36,6,2.7,0,0,11.14,0,0.05263157894736842,0.4615384615029586,0.14999999999875,0.18874493927785568,0.22868152675813042,0.0,0,1.0,0.14210526315789473,1.3856812933025404,3.3974089070014024,0,0,0,0
1,0,0,0,45,1,2,1,1,0,0,0,1,28.79,1390.93,3,41.44,2,0,5.81,0,0.021739130434782608,0.2307692307514793,0.23991666666466735,0.2585084726894842,1.7710956898198256,0.043478260869565216,0,1.0,1.3910708291372944,0.6928406466512702,7.442458928730249,0,0,0,0
0,0,0,0,11,1,2,1,0,0,0,1,0,83.76,902.42,8,38.0,0,1,4.0,1,0.08333333333333333,0.6153846153372781,0.6979999999941834,0.3894564102635511,2.5564305949008497,0.0,0,0.9166666666666666,0.4483246814535158,1.8475750577367205,32.62086892367504,0,1,1,0
1,0,0,0,32,1,1,1,1,0,0,1,0,44.75,1473.78,3,0.88,0,2,6.02,0,0.030303030303030304,0.2307692307514793,0.372916666663559,0.3151340326363399,2.5457403440889936,0.0,0,0.9393939393939394,0.01923497267759563,0.6928406466512702,14.102247960476209,0,0,1,0
0,0,1,0,1,0,1,0,1,0,1,1,2,58.7,112.28,0,6.43,1,0,12.88,0,0.5,0.0,0.4891666666625903,0.5956666666650361,112.28,0.5,0,1.0,0.10770519262981573,0.0,34.96563333323762,0,0,0,0
0,0,0,1,72,1,1,1,1,0,1,1,2,75.76,5389.83,3,0.5,1,0,3.18,0,0.0136986301369863,0.2307692307514793,0.6313333333280723,0.4118589392357276,7.835421875908588,0.0136986301369863,0,1.0,0.006513809275664408,0.6928406466512702,31.202433236498724,0,0,0,0
0,0,0,1,72,1,2,0,0,0,0,0,0,42.43,3011.95,2,17.3,0,0,12.55,1,0.0136986301369863,0.15384615383431952,0.3535833333303868,0.31614355462008537,1.6657172879106292,0.0,0,1.0,0.3983421597973751,0.4618937644341801,13.413971022530221,0,1,1,0
1,0,1,1,22,0,1,1,1,1,1,1,0,46.41,1021.48,4,33.2,0,1,4.25,0,0.043478260869565216,0.30769230766863903,0.38674999999677706,0.31055284281280915,2.7239466666666665,0.0,0,0.9565217391304348,0.7002742037544822,0.9237875288683602,14.412757434942472,0,0,0,0
0,0,0,0,32,0,2,1,0,0,2,0,1,54.23,1701.57,6,9.57,0,0,8.52,0,0.030303030303030304,0.4615384615029586,0.45191666666290065,0.30058018648578066,1.0395457100266368,0.0,0,1.0,0.1732753938077132,1.3856812933025404,16.300463513123884,0,1,0,0
0,0,1,1,43,1,0,-1,-1,-1,0,0,2,69.54,3010.33,2,0.0,0,0,9.2,0,0.022727272727272728,0.15384615383431952,0.5794999999951709,0.41012167832211355,3.799962130775057,0.0,0,1.0,0.0,0.4618937644341801,28.519861510519778,0,0,0,0
1,0,1,0,72,1,2,0,1,1,2,1,3,18.0,1322.36,7,18.25,0,1,7.64,0,0.0136986301369863,0.5384615384201183,0.14999999999875,0.15778714437027086,0.3433310139268244,0.0,0,0.9863013698630136,0.9605263157894737,1.6166281755196306,2.8401685986648753,0,0,0,0
0,0,0,0,23,0,1,1,1,1,1,1,3,74.05,1713.38,2,4.55,0,2,11.72,1,0.041666666666666664,0.15384615383431952,0.6170833333281909,0.4327307692310791,3.1722209879286085,0.0,0,0.9166666666666666,0.060626249167221855,0.4618937644341801,32.04371346156141,0,0,0,0
1,0,1,0,42,0,0,-1,-1,-1,0,0,2,64.29,2697.69,3,0.0,1,1,8.76,1,0.023255813953488372,0.2307692307514793,0.5357499999955354,0.3774484794293137,2.4418787791013434,0.023255813953488372,0,0.9767441860465116,0.0,0.6928406466512702,24.26616274251058,0,0,0,0
0,1,1,1,6,1,1,0,0,1,0,1,3,68.28,438.47,7,31.18,0,0,9.48,0,0.14285714285714285,0.5384615384201183,0.5689999999952583,0.37705054945693683,1.0984818118047903,0.0,0,1.0,0.45005773672055427,1.6166281755196306,25.745011516919647,0,0,0,0
1,0,0,0,5,1,2,1,1,1,0,1,1,42.78,273.56,3,7.22,1,0,4.95,1,0.16666666666666666,0.2307692307514793,0.35649999999702914,0.36311282051518246,3.6353488372093024,0.16666666666666666,0,1.0,0.16491548652352672,0.6928406466512702,15.533966461639507,0,0,0,0
1,0,1,0,37,1,2,0,0,0,1,1,0,63.47,2413.48,6,23.88,1,0,1.0,0,0.02631578947368421,0.4615384615029586,0.528916666662259,0.3297852901537856,10.822780269058295,0.02631578947368421,0,1.0,0.370404839460214,1.3856812933025404,20.93147236606077,0,1,0,0
0,0,0,0,72,1,1,1,0,1,0,1,0,93.69,6759.16,5,50.19,1,0,13.78,0,0.0136986301369863,0.3846153845857988,0.7807499999934937,0.4408563751350323,1.3622395098552946,0.0136986301369863,0,1.0,0.5300454113422748,1.1547344110854503,41.30383378640117,0,0,1,0
1,0,1,0,25,1,1,0,1,1,2,1,0,85.43,2091.91,5,13.26,2,0,11.01,0,0.038461538461538464,0.3846153845857988,0.711916666660734,0.42322820513174925,1.5189036122708295,0.07692307692307693,0,1.0,0.15341895175286357,1.1547344110854503,36.15638556440534,0,0,0,0
1,0,1,1,22,1,1,1,0,0,1,1,3,101.81,2231.05,1,13.05,0,1,8.06,1,0.043478260869565216,0.07692307691715976,0.8484166666595965,0.5413733556282327,12.511496186630776,0.0,0,0.9565217391304348,0.1269331777064488,0.23094688221709006,55.117221336510376,0,0,0,0
1,0,0,1,25,0,1,1,0,0,0,0,3,37.99,983.6,8,34.85,3,0,6.96,0,0.038461538461538464,0.6153846153372781,0.31658333333069516,0.21894102564943785,0.7061019382627423,0.11538461538461539,1,1.0,0.8938189279302385,1.8475750577367205,8.317569564422143,0,0,0,0
1,0,0,0,63,1,1,1,0,0,0,0,0,85.49,5440.81,5,15.18,0,1,11.29,0,0.015625,0.3846153845857988,0.7124166666607298,0.41429358974713215,1.5294559152177887,0.0,0,0.984375,0.175511619840444,1.1547344110854503,35.41795898748232,0,0,1,0
1,0,0,0,48,0,0,-1,-1,-1,0,1,1,46.28,2274.76,4,0.0,2,0,7.93,0,0.02040816326530612,0.30769230766863903,0.3856666666634528,0.30089147043777575,1.4930557378770775,0.04081632653061224,0,1.0,0.0,0.9237875288683602,13.925257251860263,0,0,0,0
1,0,1,1,48,1,2,1,0,0,0,1,1,18.0,855.18,0,0.45,1,0,5.15,0,0.02040816326530612,0.0,0.14999999999875,0.26816326530562246,855.18,0.02040816326530612,0,1.0,0.02368421052631579,0.0,4.826938775501204,0,1,0,0
0,0,0,0,3,1,0,-1,-1,-1,0,1,2,92.97,290.18,5,0.0,2,1,6.42,1,0.25,0.3846153845857988,0.7747499999935438,0.5329769230802578,2.9823227132579646,0.5,0,0.75,0.0,1.1547344110854503,49.55086453877156,1,0,0,0
1,0,1,0,42,1,2,0,0,0,1,1,0,88.17,3729.13,4,0.23,1,0,11.58,1,0.023255813953488372,0.30769230766863903,0.734749999993877,0.4416638640452184,1.9158720535952816,0.023255813953488372,0,1.0,0.0025793428283054838,0.9237875288683602,38.94150289286691,0,1,0,0
1,0,0,0,43,1,2,0,1,0,1,1,0,109.54,4783.27,2,8.71,0,0,6.93,1,0.022727272727272728,0.15384615383431952,0.9128333333257264,0.5434550116543357,8.012445978089719,0.0,0,1.0,0.07879500633254931,0.4618937644341801,59.53006197661594,0,0,0,0
0,0,1,1,4,1,1,0,1,1,0,1,3,21.1,46.63,3,38.15,0,0,10.77,0,0.2,0.2307692307514793,0.17583333333186807,0.3041794871824514,0.35803132678132676,0.0,0,1.0,1.7262443438914026,0.6928406466512702,6.418187179549725,0,0,0,0
0,0,0,0,19,0,1,1,1,1,1,0,3,69.92,1351.47,6,26.71,1,1,11.15,0,0.05,0.4615384615029586,0.5826666666618111,0.36075897436413273,1.062392893640437,0.05,0,0.95,0.3766215454032713,1.3856812933025404,25.22426748754016,0,0,0,0
0,0,1,1,3,1,2,1,0,1,0,0,0,58.31,149.21,0,22.43,0,0,11.09,1,0.25,0.0,0.48591666666261735,0.494366666665047,149.21,0.0,0,1.0,0.37818243129320517,0.0,28.826520333238893,0,1,1,0
0,1,0,1,15,1,0,-1,-1,-1,0,1,0,99.32,1548.22,5,0.0,0,2,9.53,0,0.0625,0.3846153845857988,0.8276666666597694,0.479143589746748,2.16307369891722,0.0,0,0.875,0.0,1.1547344110854503,47.58854133364701,0,0,1,0
0,0,1,0,30,1,1,1,1,0,1,1,1,23.32,697.97,2,18.12,0,0,6.91,0,0.03225806451612903,0.15384615383431952,0.19433333333171388,0.2598673283722733,1.679427333974976,0.0,0,1.0,0.7450657894736843,0.4618937644341801,6.0601060976414125,0,0,0,0
0,0,1,1,7,1,2,0,0,0,0,1,2,57.4,413.72,3,18.4,2,2,5.45,1,0.125,0.2307692307514793,0.4783333333293472,0.395179487181443,3.583542659159809,0.25,0,0.75,0.3150684931506849,0.6928406466512702,22.68330256421483,0,1,0,0
0,0,1,0,4,0,1,0,1,1,2,0,0,67.82,229.39,3,14.85,0,0,11.78,0,0.2,0.2307692307514793,0.5651666666619569,0.45991282051448695,1.6113374543411072,0.0,0,1.0,0.21578029642545773,0.6928406466512702,31.191287487292502,0,0,0,0
1,0,1,1,30,1,2,0,1,0,2,1,1,87.25,2596.11,4,4.26,0,0,10.6,0,0.03225806451612903,0.30769230766863903,0.7270833333272743,0.4421980976036335,2.039363707776905,0.0,0,1.0,0.04827195467422096,0.9237875288683602,38.58178401591702,0,0,0,0
1,0,0,0,52,1,2,1,1,0,1,1,3,77.44,4126.11,0,71.44,1,0,2.17,0,0.018867924528301886,0.0,0.6453333333279555,0.465680503142503,4126.11,0.018867924528301886,0,1.0,0.9107598164201938,0.0,36.06229816335543,0,0,0,0
0,0,1,0,5,1,2,1,1,1,0,0,0,64.03,350.91,6,63.74,0,0,9.31,1,0.16666666666666666,0.4615384615029586,0.5335833333288867,0.3877923076976296,1.2519086692829111,0.0,0,1.0,0.980163001691527,1.3856812933025404,24.830341461879225,0,0,1,0
1,0,0,0,70,1,1,0,0,0,0,0,0,55.67,3906.24,6,67.4,1,0,9.7,1,0.014084507042253521,0.4615384615029586,0.4639166666628007,0.29889277718143,0.9585865030674847,0.014084507042253521,0,1.0,1.189341803423328,1.3856812933025404,16.639360905690207,0,0,1,0
1,0,1,0,40,1,1,0,1,1,0,1,3,62.33,2561.77,1,1.79,2,0,2.41,0,0.024390243902439025,0.07692307691715976,0.5194166666623382,0.402138148842479,26.30154004106776,0.04878048780487805,0,1.0,0.0282646455076583,0.23094688221709006,25.065270817351717,0,0,0,0
1,0,0,0,34,0,2,1,0,1,1,0,2,87.56,3052.49,3,11.03,0,0,10.65,0,0.02857142857142857,0.2307692307514793,0.7296666666605861,0.45714139194251,2.807403660443299,0.0,0,1.0,0.12454832881662149,0.6928406466512702,40.02730027848618,0,1,0,0
0,1,1,0,3,1,0,-1,-1,-1,2,0,2,40.23,118.69,7,0.0,2,0,14.75,1,0.25,0.5384615384201183,0.3352499999972062,0.32640769231485883,0.38194690265486725,0.5,0,1.0,0.0,1.6166281755196306,13.13138146182677,0,0,0,0
0,0,1,0,72,1,2,0,1,1,1,1,0,57.97,4135.66,3,11.74,0,0,4.06,0,0.0136986301369863,0.2307692307514793,0.48308333332930764,0.3525589392362217,4.710533509499293,0.0,0,1.0,0.1990842801424453,0.6928406466512702,20.437841707523773,0,0,0,0
1,0,0,1,19,1,2,0,0,0,1,1,3,57.98,1094.0,5,1.31,1,1,12.39,0,0.05,0.3846153845857988,0.48316666666264024,0.33634358974789635,0.928653282967616,0.05,0,0.95,0.022210918955578165,1.1547344110854503,19.50120133358303,0,1,0,0
0,0,0,0,23,1,2,1,0,0,2,0,0,18.0,395.96,7,8.56,0,1,1.0,0,0.041666666666666664,0.5384615384201183,0.14999999999875,0.168974358982143,2.4441975308641974,0.0,0,0.9583333333333334,0.4505263157894737,1.6166281755196306,3.041538461678574,0,1,0,0
1,1,1,0,21,1,1,0,0,0,2,0,0,18.0,383.07,4,10.94,2,1,5.15,0,0.045454545454545456,0.30769230766863903,0.14999999999875,0.21664335664759038,0.8834640221402214,0.09090909090909091,0,0.9545454545454546,0.5757894736842105,0.9237875288683602,3.899580419656627,0,0,0,0
1,0,0,0,22,1,2,1,0,0,0,1,1,20.26,459.33,2,23.85,1,1,18.67,1,0.043478260869565216,0.15384615383431952,0.1688333333319264,0.25415540691373273,0.5584695068573096,0.043478260869565216,0,0.9565217391304348,1.1218250235183442,0.4618937644341801,5.149188544072225,0,1,0,0
1,0,0,1,51,1,1,0,0,1,2,1,3,58.6,3114.73,5,9.45,2,0,11.41,0,0.019230769230769232,0.3846153845857988,0.4883333333292639,0.32610256410685345,1.0701516895432135,0.038461538461538464,0,1.0,0.15855704697986575,1.1547344110854503,19.109610256661615,0,0,0,0
1,0,0,1,3,1,2,0,1,0,1,1,3,80.03,188.15,9,13.76,2,0,7.17,0,0.25,0.6923076922544379,0.666916666661109,0.4283051282135561,0.9669047741405006,0.5,0,1.0,0.16981364926570405,2.0785219399538106,34.277259410930895,0,0,0,0
0,0,1,0,19,1,2,1,0,1,0,0,2,46.48,817.71,3,62.34,0,0,8.34,0,0.05,0.2307692307514793,0.3873333333301055,0.3287794871817463,1.7165078298837064,0.0,0,1.0,1.3129738837405225,0.6928406466512702,15.281670564207568,0,1,0,0
0,1,0,0,28,1,2,0,1,0,2,1,3,18.0,474.59,7,52.94,0,0,9.57,0,0.034482758620689655,0.5384615384201183,0.14999999999875,0.1661007957637522,0.2528826889466729,0.0,0,1.0,2.7863157894736843,1.6166281755196306,2.9898143237475394,0,0,0,0
0,0,1,0,3,1,1,0,0,1,2,1,1,93.32,128.22,5,5.59,0,0,9.09,0,0.25,0.3846153845857988,0.777666666660186,0.5341435897469147,0.9335274845285765,0.0,0,1.0,0.05926632739609839,1.1547344110854503,49.84627979518207,1,0,0,0
1,0,0,1,26,1,0,-1,-1,-1,1,1,0,73.41,1814.05,3,0.0,1,0,8.59,0,0.037037037037037035,0.2307692307514793,0.611749999994902,0.41336096866247973,2.703421656582516,0.037037037037037035,0,1.0,0.0,0.6928406466512702,30.344828709512637,0,0,0,0
0,1,0,1,21,1,1,1,1,0,2,0,0,58.25,1156.96,5,13.98,2,1,11.58,0,0.045454545454545456,0.3846153845857988,0.4854166666626215,0.33542540792970704,0.9507436929903855,0.09090909090909091,0,0.9545454545454546,0.23594936708860761,1.1547344110854503,19.538530011905436,0,0,0,0
1,0,1,0,7,1,2,0,0,1,0,0,0,72.3,562.76,4,13.11,1,0,11.15,1,0.125,0.30769230766863903,0.6024999999949792,0.4294615384642638,1.7968071519795659,0.125,0,1.0,0.17885402455661664,0.9237875288683602,31.050069230966272,0,1,1,0
0,0,0,0,8,1,0,-1,-1,-1,0,1,2,33.35,199.21,1,0.0,0,1,16.07,0,0.1111111111111111,0.07692307691715976,0.2779166666643507,0.3402264957267528,1.537588761963569,0.0,0,0.8888888888888888,0.0,0.23094688221709006,11.346553632487206,0,0,0,0
1,0,0,1,2,1,2,0,0,0,0,1,0,95.96,107.06,2,17.6,0,0,4.42,0,0.3333333333333333,0.15384615383431952,0.7996666666600027,0.6224307692304705,5.7312633832976445,0.0,0,1.0,0.18151815181518155,0.4618937644341801,59.728456615355945,1,1,1,0
