customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,online_security,tech_support,streaming_tv,contract,paperless_billing,payment_method,monthly_charges,total_charges,calls_per_month,data_usage_gb,support_tickets,late_payments,avg_call_duration,churn
CUST-001972,Male,0,No,No,12,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),86.76,1068.33,3,14.27,2,0,3.82,1
CUST-001973,Male,0,Yes,No,31,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,52.57,1622.4,3,24.21,0,0,3.17,1
CUST-001974,Female,0,Yes,No,35,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.87,1518.12,4,0.0,0,0,6.87,0
CUST-001975,Female,0,No,No,29,Yes,DSL,Yes,Yes,Yes,One year,Yes,Electronic check,21.98,597.05,2,17.07,2,0,14.52,0
CUST-001976,Male,0,Yes,No,19,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,77.57,1547.63,1,0.92,0,1,7.49,0
CUST-001977,Male,0,No,Yes,45,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,120.0,5377.4,8,1.3,0,0,5.83,0
CUST-001978,Male,0,Yes,Yes,43,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.96,2344.9,3,0.0,0,1,10.01,0
CUST-001979,Male,0,No,No,72,Yes,Fiber optic,Yes,No,No,One year,Yes,Credit card (automatic),106.25,7625.32,3,8.64,2,2,9.3,0
CUST-001980,Female,0,No,Yes,72,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,82.39,5945.44,1,4.81,1,0,6.25,0
CUST-001981,Male,0,Yes,Yes,7,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,60.25,383.36,2,1.57,1,0,7.05,0
CUST-001982,Female,0,Yes,No,31,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,120.0,3740.61,4,0.0,0,1,9.03,1
CUST-001983,Female,1,Yes,No,58,Yes,DSL,No,Yes,Yes,Two year,Yes,Mailed check,18.0,1041.86,6,44.06,0,0,10.05,0
CUST-001984,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,69.33,5010.16,3,0.0,0,0,5.82,0
CUST-001985,Female,1,No,Yes,4,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,54.41,287.82,4,16.47,1,0,13.41,0
CUST-001986,Female,0,No,No,72,Yes,DSL,No,Yes,Yes,One year,Yes,Credit card (automatic),74.55,5278.39,5,30.69,0,0,13.07,0
CUST-001987,Female,0,No,No,7,Yes,DSL,Yes,No,No,Two year,No,Electronic check,30.31,191.28,5,7.93,3,1,10.11,0
CUST-001988,Female,0,No,No,25,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),89.16,2184.61,6,51.71,0,0,4.28,0
CUST-001989,Male,0,No,No,31,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,18.0,521.77,3,14.39,1,1,1.0,0
CUST-001990,Male,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.32,5318.2,3,0.0,0,0,1.0,0
CUST-001991,Female,1,No,No,48,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer (automatic),49.9,2394.28,3,8.67,3,2,10.47,0
CUST-001992,Male,0,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,78.86,5593.07,4,16.63,1,0,10.53,0
CUST-001993,Male,0,Yes,No,46,Yes,Fiber optic,No,Yes,Yes,One year,No,Bank transfer (automatic),43.83,1956.02,4,53.94,0,1,13.11,0
CUST-001994,Male,0,Yes,No,12,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.45,528.85,6,2.31,0,0,2.58,0
CUST-001995,Male,1,Yes,Yes,5,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.65,494.9,4,11.22,0,0,5.68,1
CUST-001996,Male,0,Yes,No,5,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,116.07,614.76,6,0.0,1,1,5.24,1
CUST-001997,Female,0,Yes,No,2,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Credit card (automatic),30.67,18.0,5,7.78,1,0,8.62,0
CUST-001998,Male,1,Yes,No,72,No,Fiber optic,No,No,No,One year,Yes,Credit card (automatic),69.77,4942.03,5,27.53,0,0,10.74,0
CUST-001999,Male,0,Yes,No,19,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,88.21,1701.64,1,2.8,2,2,10.48,1
CUST-002000,Male,0,No,No,72,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.02,4612.11,3,23.26,0,0,8.7,1
CUST-002001,Male,0,Yes,No,44,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.03,2865.51,1,0.0,2,0,1.0,1
CUST-002002,Female,0,Yes,Yes,72,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.68,6214.82,6,0.0,0,1,9.97,0
CUST-002003,Female,0,Yes,No,60,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,81.4,4846.42,2,90.79,2,1,8.35,1
CUST-002004,Female,0,No,No,26,Yes,DSL,No,Yes,Yes,Two year,No,Mailed check,51.53,1361.07,5,8.32,1,1,11.2,0
CUST-002005,Female,0,Yes,No,7,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,80.8,484.03,3,0.0,0,1,11.23,0
CUST-002006,Male,0,No,No,8,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,57.09,478.86,5,1.55,1,0,1.0,0
CUST-002007,Female,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),54.35,678.7,5,0.0,0,1,8.7,0
CUST-002008,Male,0,Yes,No,1,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,42.9,124.14,2,0.57,1,0,1.0,0
CUST-002009,Male,0,No,No,32,Yes,DSL,No,Yes,No,Two year,No,Electronic check,42.99,1390.51,6,13.71,2,0,18.13,0
CUST-002010,Male,0,Yes,No,24,Yes,DSL,No,Yes,Yes,Two year,No,Credit card (automatic),72.76,1737.51,3,7.97,1,1,3.23,0
CUST-002011,Male,0,Yes,No,3,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.1,68.65,4,4.17,4,0,11.52,1
CUST-002012,Male,0,Yes,No,52,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,931.01,6,0.0,0,0,8.5,0
CUST-002013,Female,0,No,No,51,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,59.96,3082.73,6,33.34,1,0,10.52,0
CUST-002014,Female,0,Yes,Yes,3,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,65.11,151.15,3,133.42,0,0,3.6,0
CUST-002015,Female,0,Yes,No,6,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.52,254.82,6,0.0,3,1,8.48,0
CUST-002016,Female,1,Yes,No,8,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.54,922.2,3,36.83,0,0,12.78,1
CUST-002017,Male,0,No,No,22,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,42.63,979.44,1,22.96,1,2,5.89,0
CUST-002018,Female,0,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,45.36,3304.16,4,9.03,1,1,5.36,0
CUST-002019,Male,0,No,No,32,Yes,DSL,No,No,Yes,Two year,No,Electronic check,42.86,1379.1,1,11.85,1,0,7.97,0
CUST-002020,Female,0,No,Yes,34,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.49,3213.23,5,67.84,0,0,13.14,0
CUST-002021,Male,0,Yes,No,10,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.88,1136.6,8,10.02,2,1,10.68,1
CUST-002022,Male,0,Yes,No,29,Yes,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,36.02,1076.77,9,27.02,2,0,11.39,0
CUST-002023,Female,1,No,No,7,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,90.21,551.34,3,37.8,1,0,9.94,1
CUST-002024,Male,0,Yes,No,37,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Credit card (automatic),72.98,2647.5,2,18.16,1,0,6.25,0
CUST-002025,Male,0,No,Yes,8,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,42.13,328.03,4,18.37,0,0,5.34,0
CUST-002026,Female,0,Yes,Yes,1,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,72.9,18.0,3,14.11,1,1,6.12,0
CUST-002027,Male,0,Yes,No,22,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,25.42,563.63,5,57.49,0,2,4.66,0
CUST-002028,Female,1,No,No,10,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.49,680.93,3,46.89,0,0,8.41,0
CUST-002029,Female,0,No,No,29,Yes,DSL,Yes,No,Yes,Two year,Yes,Electronic check,34.96,978.25,5,38.61,2,0,5.5,1
CUST-002030,Female,0,Yes,No,41,No,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,54.92,2253.95,6,34.0,0,0,6.2,0
CUST-002031,Male,0,No,Yes,50,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.06,3305.06,7,0.0,1,0,10.7,0
CUST-002032,Male,0,Yes,No,72,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,109.84,7962.47,2,31.08,1,0,4.89,0
CUST-002033,Male,0,Yes,No,24,Yes,Fiber optic,No,No,Yes,One year,Yes,Mailed check,66.6,1587.25,5,25.21,0,1,16.71,0
CUST-002034,Female,0,Yes,No,19,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.13,666.79,4,57.08,1,2,8.95,1
CUST-002035,Male,0,Yes,No,8,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.49,513.35,3,6.98,0,0,7.7,1
CUST-002036,Female,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,725.06,4,0.0,0,1,2.14,0
CUST-002037,Female,0,Yes,No,19,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.65,1660.85,2,12.7,1,2,10.64,1
CUST-002038,Male,0,Yes,Yes,11,Yes,DSL,No,Yes,No,One year,No,Bank transfer (automatic),40.67,456.38,6,65.98,1,0,17.44,0
CUST-002039,Female,0,Yes,No,16,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,1907.02,1,35.58,0,1,4.96,0
CUST-002040,Male,0,No,No,13,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.42,1127.08,5,1.52,0,0,12.98,0
CUST-002041,Male,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,68.24,4821.34,6,8.38,1,0,10.96,0
CUST-002042,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,56.07,384.12,10,0.0,0,1,3.19,1
CUST-002043,Male,0,No,No,16,Yes,Fiber optic,Yes,No,Yes,One year,No,Bank transfer (automatic),52.1,818.47,1,41.33,2,1,11.25,1
CUST-002044,Male,0,No,No,11,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,54.08,528.98,4,54.62,4,1,15.64,0
CUST-002045,Female,1,No,No,5,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Electronic check,64.79,365.33,3,5.62,1,0,18.54,1
CUST-002046,Female,0,No,Yes,10,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.86,502.51,7,0.0,1,1,9.78,0
CUST-002047,Female,0,No,Yes,20,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer (automatic),81.67,1661.27,4,26.14,2,0,6.58,1
CUST-002048,Male,0,No,Yes,29,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,109.08,3121.33,5,0.0,0,0,7.67,0
CUST-002049,Male,0,Yes,No,28,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),68.09,1887.72,3,23.62,1,1,9.42,0
CUST-002050,Male,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.17,4289.17,0,0.0,0,0,11.74,0
CUST-002051,Female,1,No,No,2,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,25.3,31.45,4,0.0,2,0,8.24,0
CUST-002052,Male,0,No,Yes,11,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.7,843.88,4,20.03,2,0,1.37,1
CUST-002053,Female,1,No,No,13,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Mailed check,67.57,864.72,4,21.97,3,1,7.73,0
CUST-002054,Female,0,Yes,No,35,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.16,841.85,3,0.02,1,1,8.7,0
CUST-002055,Male,0,No,No,6,No,DSL,No,No,No,Month-to-month,No,Electronic check,57.34,286.05,8,44.18,0,1,6.18,0
CUST-002056,Male,0,Yes,Yes,7,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),90.67,598.43,3,19.02,0,0,8.67,0
CUST-002057,Female,0,Yes,Yes,3,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),18.0,70.94,7,69.35,1,2,5.49,1
CUST-002058,Male,0,No,No,22,Yes,DSL,Yes,No,No,One year,Yes,Mailed check,59.0,1342.97,8,31.26,1,1,3.78,0
CUST-002059,Female,1,Yes,No,38,Yes,DSL,No,No,Yes,Two year,No,Electronic check,51.41,1957.92,6,4.61,0,0,5.91,0
CUST-002060,Male,1,No,No,35,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.08,2595.02,4,19.44,1,1,13.67,1
CUST-002061,Male,1,No,No,40,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.19,3643.03,4,0.0,0,0,11.17,0
CUST-002062,Female,0,No,No,5,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.97,405.54,4,6.86,0,0,13.52,1
CUST-002063,Male,0,Yes,Yes,26,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Credit card (automatic),94.15,2476.52,5,19.42,3,0,5.28,0
CUST-002064,Female,0,No,No,2,Yes,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),100.43,182.71,5,0.48,2,0,7.33,1
CUST-002065,Male,0,Yes,No,72,Yes,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),54.1,3872.31,4,8.63,0,0,5.08,0
CUST-002066,Female,0,No,Yes,3,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,18.0,34.83,6,29.17,2,0,9.19,0
CUST-002067,Female,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),85.17,5305.24,2,0.0,0,0,1.0,0
CUST-002068,Male,0,No,No,1,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,34.76,18.0,5,0.23,0,1,7.54,1
CUST-002069,Female,0,No,No,22,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.47,1581.85,2,6.53,1,0,4.25,0
CUST-002070,Male,0,No,Yes,57,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,22.49,1353.36,5,3.4,0,1,8.69,0
CUST-002071,Male,0,Yes,No,30,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,42.77,1261.88,3,44.23,0,0,10.9,0
CUST-002072,Male,0,No,No,20,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,82.4,1630.33,2,0.99,0,1,3.29,1
CUST-002073,Female,0,No,Yes,4,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.68,239.97,7,65.69,1,0,2.98,1
CUST-002074,Female,0,No,Yes,32,No,Fiber optic,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),18.0,575.68,5,39.84,1,1,12.23,0
CUST-002075,Male,0,Yes,No,27,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,24.36,633.68,3,34.62,0,0,8.33,0
CUST-002076,Male,0,No,No,18,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),98.83,1774.51,3,0.0,1,1,8.97,0
CUST-002077,Female,0,No,No,8,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.41,389.86,6,0.98,1,0,10.37,0
CUST-002078,Male,0,No,No,7,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,55.09,325.71,2,36.38,1,2,8.57,0
CUST-002079,Male,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.67,3408.49,0,0.0,0,0,3.67,0
CUST-002080,Female,0,Yes,No,72,Yes,DSL,No,No,Yes,One year,Yes,Mailed check,19.41,1413.19,7,39.13,1,1,8.06,0
CUST-002081,Male,0,No,No,72,Yes,DSL,Yes,No,Yes,Two year,No,Mailed check,56.97,4004.98,6,30.3,1,2,6.31,0
CUST-002082,Female,0,Yes,No,21,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,102.11,2184.26,5,21.28,2,0,8.48,1
CUST-002083,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,41.66,2988.96,5,0.0,1,0,7.04,0
CUST-002084,Female,0,Yes,No,10,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,166.92,5,0.0,1,1,10.5,0
CUST-002085,Male,0,Yes,Yes,16,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.23,1457.84,3,0.0,0,1,10.3,0
CUST-002086,Male,0,No,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,67.53,288.47,3,32.03,1,1,11.52,1
CUST-002087,Female,0,No,No,18,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,70.7,1275.32,11,0.0,1,0,10.66,0
CUST-002088,Male,0,Yes,No,6,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),76.36,529.75,2,0.0,1,0,11.26,0
CUST-002089,Female,0,Yes,No,2,Yes,Fiber optic,Yes,No,No,Two year,No,Electronic check,18.0,21.29,5,31.03,1,0,10.73,0
CUST-002090,Male,0,Yes,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.6,40.51,3,0.0,0,0,10.34,0
CUST-002091,Female,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),72.27,1093.99,3,0.0,0,1,9.04,0
CUST-002092,Female,1,Yes,No,68,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,63.71,4305.09,5,0.0,0,0,2.88,0
CUST-002093,Female,0,Yes,No,17,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,63.49,1113.85,7,0.0,1,0,4.74,0
CUST-002094,Female,0,Yes,Yes,31,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,99.71,3026.93,2,43.33,2,0,8.96,0
CUST-002095,Male,0,Yes,No,51,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),78.2,4027.87,1,0.0,2,1,6.53,0
CUST-002096,Male,0,Yes,No,24,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.85,1984.73,2,11.04,1,1,8.89,0
CUST-002097,Female,0,No,No,24,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.29,1492.59,3,0.0,0,1,11.32,0
CUST-002098,Female,0,Yes,No,22,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),18.0,368.51,3,1.59,0,0,4.28,0
CUST-002099,Female,0,No,No,4,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,55.23,247.13,3,1.85,1,1,11.57,1
CUST-002100,Male,1,No,No,30,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.27,1831.84,4,0.0,1,0,7.22,0
CUST-002101,Male,0,No,Yes,38,Yes,Fiber optic,No,Yes,Yes,One year,No,Credit card (automatic),59.18,2243.32,4,32.17,0,0,7.02,0
CUST-002102,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),62.75,66.73,4,0.0,1,0,15.71,0
CUST-002103,Male,1,No,Yes,2,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,71.41,93.44,5,10.23,2,1,1.0,1
CUST-002104,Female,0,Yes,No,23,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,93.49,2152.03,3,33.56,1,0,10.99,0
CUST-002105,Female,0,No,Yes,54,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,39.28,2254.73,3,1.81,1,1,14.32,0
CUST-002106,Female,0,No,No,22,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,58.84,1243.58,4,15.04,1,1,11.21,0
CUST-002107,Male,0,Yes,Yes,17,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.11,1911.52,4,18.24,1,1,6.05,1
CUST-002108,Male,0,No,No,72,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,18.0,1266.44,7,16.93,2,1,4.4,0
CUST-002109,Male,1,Yes,No,2,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.69,173.64,1,4.44,1,0,6.36,0
CUST-002110,Female,0,Yes,Yes,4,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.0,85.23,5,45.91,0,0,7.85,0
CUST-002111,Female,0,Yes,No,34,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,57.26,1921.84,6,10.01,0,0,1.0,1
CUST-002112,Male,1,Yes,No,3,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,68.05,210.47,1,57.51,1,0,13.23,0
CUST-002113,Female,0,Yes,No,4,Yes,Fiber optic,No,No,Yes,One year,No,Credit card (automatic),18.0,156.64,4,4.09,0,0,4.31,0
CUST-002114,Male,0,No,No,61,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.29,4324.79,3,5.94,1,0,3.53,0
CUST-002115,Male,0,Yes,No,7,Yes,Fiber optic,No,No,No,Two year,Yes,Bank transfer (automatic),44.66,357.2,1,3.45,1,0,7.65,0
CUST-002116,Female,1,Yes,No,29,Yes,DSL,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),97.39,2770.67,4,72.15,1,1,11.67,0
CUST-002117,Male,0,No,No,15,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.26,1209.62,2,1.3,1,1,8.78,1
CUST-002118,Female,0,No,No,4,Yes,DSL,Yes,No,Yes,Month-to-month,No,Credit card (automatic),48.74,190.25,8,12.43,0,0,14.8,0
CUST-002119,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),58.76,882.29,1,0.0,2,0,12.94,0
CUST-002120,Female,0,No,No,16,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.51,1781.45,2,10.24,2,0,10.34,1
CUST-002121,Female,1,Yes,No,29,Yes,Fiber optic,Yes,No,Yes,Two year,No,Mailed check,61.54,1848.32,4,21.31,2,1,6.68,1
CUST-002122,Female,0,No,Yes,4,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,24.63,58.33,1,33.68,1,1,4.42,0
CUST-002123,Male,0,Yes,No,1,No,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.73,18.0,7,2.51,1,0,7.68,1
CUST-002124,Male,1,No,No,27,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.35,1554.16,6,2.87,1,0,9.39,0
CUST-002125,Female,0,No,No,2,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.75,220.88,8,5.71,0,2,9.88,1
CUST-002126,Female,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,50.3,197.49,4,0.0,0,1,7.17,0
CUST-002127,Male,0,No,Yes,72,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card (automatic),32.17,2204.99,5,37.38,1,0,7.32,0
CUST-002128,Male,0,No,No,1,No,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,65.27,48.32,8,1.65,1,0,5.83,1
CUST-002129,Male,0,Yes,No,30,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,74.82,2252.67,4,37.19,0,1,10.38,0
CUST-002130,Female,1,Yes,No,4,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,80.48,299.41,3,60.03,0,0,9.75,1
CUST-002131,Male,0,Yes,No,51,Yes,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,18.0,861.47,3,19.2,1,0,8.53,0
CUST-002132,Male,0,No,Yes,26,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.48,1994.8,5,0.0,2,0,12.23,1
CUST-002133,Female,0,Yes,No,19,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.8,1423.72,7,17.41,0,1,20.38,0
CUST-002134,Male,0,No,No,18,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),51.79,949.21,5,6.7,0,0,6.55,0
CUST-002135,Male,0,No,No,33,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.08,3334.68,1,0.92,1,0,11.85,0
CUST-002136,Male,0,Yes,No,54,No,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),78.57,4197.71,4,1.72,1,1,1.0,0
CUST-002137,Female,1,Yes,Yes,1,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Credit card (automatic),39.29,28.74,2,44.77,0,1,3.81,0
CUST-002138,Female,0,No,Yes,1,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.07,137.58,6,12.5,0,0,4.54,0
CUST-002139,Female,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,170.07,1,0.0,4,0,7.2,0
CUST-002140,Female,0,Yes,No,40,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.67,2111.87,1,19.71,2,0,9.84,1
CUST-002141,Female,1,No,No,6,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,52.72,228.81,6,0.0,0,0,8.25,0
CUST-002142,Female,0,Yes,Yes,15,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,84.83,1181.56,2,2.09,1,0,1.0,0
CUST-002143,Female,0,Yes,Yes,21,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,120.0,2495.19,4,20.94,0,1,11.55,1
CUST-002144,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.2,815.97,2,0.0,0,1,9.1,0
CUST-002145,Male,1,No,No,18,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,108.95,1996.65,6,60.23,2,1,4.61,0
